input_text,priority_binned,bug_resolution_time
Update FlatFileItemWriter#setAppendAllowed to only set shouldDeleteIfExists when appropriate,Low,Long-Term
"Strange ordering of open, close, and before/after step listeners in AbstractStep",Low,Long-Term
CommandLineJobRunner unsorts command line options,Low,Long-Term
SimpleStepExecutionSplitter#split returns a Set that has unaddressable elements,Low,Long-Term
Spring batch fails to autodetect database type DB2AS400 or DB2VSE,Low,Long-Term
spring.schemas still points to 2.2 instead of 3.0,Medium,Long-Term
Error/Bug on MultiResourcePartitioner,Low,Short-Term
Neo4jItemReader is incompatible with Spring Data Neo4J from the Hopper release train,Medium,Long-Term
Why does AbstractLineTokenizer have so many private fields (as opposed to protected)?,Medium,Short-Term
FTP resource exception,Medium,Long-Term
JdbcPagingItemReader,Medium,Long-Term
processing order of listeners in CompositeChunkListener does not match all other Composite...Listener,Low,Long-Term
MySQLMaxValueIncrementer javadoc indicates MyISAM engine should be use while create script uses InnoDB,Low,Long-Term
"When an error is thrown on write and another error is thrown on process during retry, the job gets in a infinite loop and never finishes.",Medium,Long-Term
JsrPartitionHandler method handler does not properly shutdown ThreadPoolTaskExecutor ,Medium,Long-Term
RetryListener seems to be incorrectly decumented,Low,Long-Term
Restarting a stopped job that contains child jobs does not work,Medium,Long-Term
Wrong assert message on property validation,Low,Long-Term
SimpleJobLauncher validate if stepExecutions that are UNKNOWN doen't work.,Low,Long-Term
Dependency on deprecated ParameterizedRowMapper,Medium,Short-Term
XML configuration of tasklet method does not configure parameters,Low,Long-Term
Heavy use of memory to convert a context value to String if it is a collection,Low,Long-Term
JsonLineMapper uses older codehaus jackson dependency,Low,Long-Term
Slow performance for jobs with large number of steps due to usage of CopyOnWriteArraySet in JobExecution,Low,Long-Term
DelimitedLineTokenizer allows null and empty string as delimiters,Low,Long-Term
MultiResourceItemReader delegates close() even if noInput==true,Low,Long-Term
Multiple jobs fails with SQLTransactionRollbackException: transaction rollback: serialization failure,Medium,Long-Term
Update schema-mysql.sql to use consistent engines,Medium,Long-Term
Spring-batch 3.0.3 Multiple jobs running simultaneously results in Primary Key violation,Medium,Long-Term
ItemProcessListener.onProcessError() not called when using AsycnItemProcessor,Low,Long-Term
Paged queries with alias aren't working correctly,Medium,Long-Term
CommandLineJobRunner - Content defined after an empty line is ignored when pipe mechanism is used,Low,Long-Term
GenericApplicationContextFactory - *Aware callbacks called twice on child context,Medium,Long-Term
Assertion errors in StaxEventItemReader,Low,Long-Term
"When using java config and importing XML, step/job scoped beans don't get proxied.",Low,Long-Term
Can't use parameters for Neo4jItemReader statements,Low,Short-Term
Memory leak in DefaultJobLoader,Low,Long-Term
JobExplorer.findRunningJobExecutions does not work correctly,Medium,Long-Term
StaxEventItemWriter should assert that open() has been called,Low,Long-Term
JdbcPagingItemReader does not work with DISTINCT in SQL SERVER,Medium,Short-Term
Documentation missing referenced image,Low,Long-Term
Documentation: ItemFailureLoggerListener Java code doesn't compile,Low,Long-Term
Job scoped beans can not be injected into job scoped beans,Medium,Short-Term
Writer.write(..) executed twice with same data on Exception,Medium,Short-Term
Hibernate OneToMany relationship fails with JoinColumn,Low,Long-Term
PagingQueryProvider implementations should add parenthesis around where clause,Low,Long-Term
@Scheduled with fixedDelay fails on startup,Medium,Long-Term
JobScope registered twice (Java Config/XML) causes errors,Medium,Long-Term
Infinite loop if Exception is throws from ItemListener in onWriteError,Low,Long-Term
On startup using @EnableBatch get a warning indicating that stepScope and jobScope @Bean methods should be marked static,Low,Long-Term
"There is a wrongly-spelled word, ""Rety""",Low,Long-Term
Error creating bean with name 'integrationRequestMappingHandlerMapping' when using SF 4.1.1 and SI 4.0.5,Medium,Short-Term
Possible race condition leading to NullPointerException in SynchronizationManagerSupport,Medium,Long-Term
JobLauncher allows restart of job_execution with status UNKNOWN,Low,Long-Term
ClassifierCompositeItemWriter does not honor order of items,Low,Short-Term
AsyncItemWriter should check for nulls,Low,Short-Term
Important Javadoc for JPAPagingItemReader incorrect,Medium,Short-Term
NPE in asynchronous writer in spring batch integration,Low,Long-Term
Overriding transaction management,Medium,Long-Term
Unable to Test Launching Steps of a FlowJob when it is created using Java Config,Low,Long-Term
HibernateItemWriter does not open or commit sessions,Medium,Long-Term
Unexpected exception parsing XML document from file AC-Jobs.xml,Low,Long-Term
MultiResourceItemWriter does not update currentResourceItemCount correctly,Low,Long-Term
"Documentation error ""change the status to FAILED if it is not restartable""",Low,Short-Term
RepositoryItemReader setCurrentItemCount doesnt work.,Low,Long-Term
ConcurrentModificationException inside SimpleJobExplorer.,Low,Short-Term
SystemCommandTasklet#stop has thread visibility problem on stopped field,Medium,Long-Term
StepScope registered twice (Java Config/XML) causes errors,Medium,Long-Term
serializer null in JdbcExecutionContextDao,Medium,Long-Term
Rest Call to Launch Job: JobExecution Could not write JSON: Infinite recursion (StackOverflowError),Medium,Long-Term
Failing integration tests in spring-batch-core-tests and spring-batch-infrastructure-tests,Low,Long-Term
Cannot import Project into IntelliJ,Low,Short-Term
SQLITE: table BATCH_JOB_EXECUTION has no column named JOB_CONFIGURATION_LOCATION,Medium,Short-Term
JSR352 Support - more setup details needed,Low,Short-Term
JsrTestUtils exists in documentation but not in code,Low,Short-Term
Partitioned steps do not restart when a job is re-submitted,Low,Long-Term
Allow compilation w/ JDK 8 on 2.2,Low,Short-Term
Original exception wrapped in IllegalArgumentException/InvocationTargetException in annotated step listeners,Low,Long-Term
Command-line job runner swallowing exception details,Medium,Long-Term
ExecutionContext entries should not necessarily be Serializable,Low,Short-Term
Unable to create sybase schema: Error is -> Can't find type 'BIGINT',Low,Long-Term
MongoItemReader needs property to set collection,Low,Long-Term
MethodInvokingTaskletAdaper does not support primitive arguments,Low,Long-Term
Spring Boot MapJobRepositoryFactoryBean,Medium,Long-Term
DefaultJobParametersConverter#getProperties ignores NON_IDENTIFYING_FLAG,Low,Short-Term
Spring batch fails to autodetect database type DB2ZOS,Low,Long-Term
@BeforeStep doesn't work when using @StepScope,Low,Long-Term
Documentation about LineMappers refers to methods not on the interface in the examples,Low,Long-Term
SQL errors on second execution,Low,Long-Term
Spring Batch doesn't support Sybase IQ when using MapJobRepositoryFactoryBean,Medium,Long-Term
ConcurrencyFailureException when multithreaded tasklet updates %PREFIX%STEP_EXECUTION_CONTEXT table,Medium,Long-Term
deserialization issue,Medium,Long-Term
OraclePagingQueryProvider constructs invalid SQL queries,Medium,Long-Term
Provide more detailed error when checking version of schema,Low,Long-Term
Skip issues on restart,Low,Long-Term
JavaConfig: Registering a ChunkListener twice will result in two ChunkListeners in fault-tolerant mode,Low,Long-Term
Cannot create db for MySQL,Low,Short-Term
RepositoryItemReader reads the first page twice when used with partitions.,Medium,Short-Term
NPE with mvn test on samples for Spring-Batch 2.2.2.RELEASE,Low,Short-Term
FDS,Low,Long-Term
Spring Batch 3.0.0.M2 failed to build in Windows environment,Low,Long-Term
DefaultJobParametersConverter is not thread-safe and the SimpleJobOperator either ,Medium,Long-Term
Running batch create scripts multiple times can lead to multiple rows being inserted in sequence tables,Low,Long-Term
Offset not reset when skip limit is hit a chunk boundary,Low,Long-Term
ItemStream not registered when using @StepScope in Java config,Low,Short-Term
StaxEventItemWriter indentation is buggy when used with IndentingXMLEventWriter,Medium,Long-Term
batch_job_execution_params migration script incorrect value for 'identifying' column,Low,Long-Term
DefaultStepExecutionAggregator doesn't include some StepExecution attributes,Low,Long-Term
'chunk-completion-policy' or 'commit-interval' with '#{jobParameters[...]}' is ignored when 'retry-limit' exists.,Low,Short-Term
Change JSR version of Split to execute flows in separate threads.,Low,Long-Term
SqlWindowingPagingQueryProvider generates invalid SQL when SortKey contains table alias name,Medium,Short-Term
Attribute 'flow' is not allowed to appear in element 'batch:step',Low,Long-Term
"Clean up ""Invalid JavaBean property 'itemWriter' being accessed"" warnings",Low,Long-Term
Regression of JIRA 1848,Medium,Long-Term
Address closing child contexts as jobs complete.,Low,Long-Term
FileUtils throws an exception when append is true,Low,Long-Term
ChunkListener annoation method signature not aligned with that mentioned in JavaDoc,Low,Long-Term
Fix context management,Medium,Long-Term
Wrong Link to Source-Repository on Project Website,Low,Long-Term
OrderedComposite.add fails if one of the items is step scope,Low,Long-Term
"""ISO-8859-1"" charset usage is forced in JdbcExecutionContextDao",Low,Long-Term
RetryContextCache Class Missing in spring-batch-infrastructure-2.2.0.RELEASE,Low,Short-Term
StaxEventItemWriter fails on a NullPointerException with Spring OXM 3.2.x.,Medium,Long-Term
