input_text,priority_binned,bug_resolution_time
SDN 4.2 doc include wrong OGM doc version,Medium,Short-Term
Auditing doesn't work with latest OGM,High,Long-Term
Avoid unconditional registration of entities in Neo4jMappingContext from all scanned classes.,Medium,Long-Term
"Generated query of ""Between"" operator should be ""inclusive"" for the parameters value",Low,Medium-Term
Depth parameter is not always taken into account in repositories,Low,Medium-Term
SimpleNeo4jRepository#saveAll should not save instances one at a time,Medium,Long-Term
Ensure query parameters for derived finders are converted.,Medium,Long-Term
NoSuchMethodException: org.springframework.data.neo4j.repository.support.Neo4jRepositoryFactoryBean.<init>(),Medium,Long-Term
"Incorrect results from generated search method and Session.query(Taxon.class, ...)",Medium,Long-Term
NPE during transaction rollback when custom query fails,Medium,Long-Term
N,Medium,Long-Term
Neo4jTransactionManager nullpointer exception while rollback blocks subsequent actions in the same transaction when using ChainedTransactionManager that binds Neo4jTransactionManager and DataSourceTransactionManager ,High,Long-Term
SDN generte query which remove existing relationships during adding new relationships (save node query),High,Long-Term
Problems with Transactional and Rollback,Low,Long-Term
Cleanup javax.el and javax.validation versions,Low,Short-Term
Upgrade Neo4j OGM to 3.0.0-M01,Low,Short-Term
Rename getRepositoryFactoryClassName to getRepositoryFactoryBeanClassName.,High,Medium-Term
ID's don't render JSON properly when SDN is used with SD-REST.,Low,Medium-Term
Delete relationship not work,Medium,Long-Term
Delete relationship not work,High,Long-Term
Delete relationship not work,Medium,Long-Term
Auto Rollback of sdn4.2 transactions fail in integration test,High,Long-Term
@RelationshipEntity not hydrated,High,Long-Term
Specifying a parameter for a repository derived finder requires it to have an underscore 0,Low,Long-Term
Using session.purgeDatabase() alongside a session.query() in same transaction throws NullPointerException,Low,Short-Term
Id must be assignable to Serializable error with 4.1.3,Low,Medium-Term
Why can not read the relationship of an entity?,Low,Long-Term
Null pointer after rollback in test,Low,Long-Term
Repository finders results get mixed when run concurrently,Low,Long-Term
Spring data neo4j repositories not working since DATAGRAPH-939,Low,Long-Term
Exception on method with pageable parameter,Low,Long-Term
T result from repository finder should throw exception when there is not a single unique result,Low,Long-Term
Resolving IdProperty  Issue,Medium,Long-Term
Derived finders incorrectly advance parameter position for parts that don't have an argument,Medium,Short-Term
Returning a RelationshipEntity from a custom repository query doesn't work.,Low,Long-Term
Port changes from 4.2 to 5.0,Low,Long-Term
Upgrade Neo4j OGM to 2.0.6,Low,Long-Term
Add OSGI Bundler,Low,Short-Term
@Property annotation on a Date field causes a derived finder to convert Date arguments incorrectly,Low,Long-Term
Update OGM to 2.1.0.M1,High,Short-Term
Ensure all OGM exceptions are translated to SD Exceptions,Low,Long-Term
Save event listeners not working in 4.2.x,High,Short-Term
Allow SDN to work at the same time with other Spring Data projects.,Medium,Medium-Term
Neo4jPersistentProperty does not resolve Id property,Medium,Long-Term
Transaction manager error when mix data jpa and spring data Neo4j ,Medium,Long-Term
Count on relationship entity repository returns 0,Medium,Medium-Term
"Adding spring data to existing project requieres spring data mongo, redis, rabbit ",Low,Long-Term
Not filtering classes without @NodeEntity is problematic,Medium,Long-Term
GraphRepository.save generates unnecessary cypher,Medium,Long-Term
Neo4jRepositoryFactoryBean should declare mappingContext as auto-wired,Medium,Short-Term
Auto-paging does not work when @Query ends with ';' ,Low,Short-Term
Repository methods that return an @QueryResult don't support paging,Medium,Short-Term
Not an instance of a persistable class,Medium,Long-Term
@QueryResult doesn't work property with property names different from AS attribute in the query,Low,Long-Term
Derived finder filter values are not thread safe,Low,Short-Term
Saving collection of entities does not return Iterator over the collection,Low,Short-Term
Incorrect relative paths in rest requests of https URLs,Medium,Short-Term
Spurious warnings related to enum classes,Low,Long-Term
OGM can't map Collection<Map> any more,Medium,Short-Term
ConcurrentModificationException when calling Neo4jTemplate.deleteAll,Low,Long-Term
Nested @QueryResult not supported,Medium,Short-Term
"@QueryResult is not working for field ""id""",Low,Medium-Term
EntityAccess::boxPrimitiveArray throws NPE,Medium,Medium-Term
Can't Reference To Object When Creating Relation Object,Medium,Long-Term
GraphRepository.findByProperty uses wrong returntype when working with generic types,Medium,Long-Term
The Embedded driver in Neo4j-OGM 2.0.1 does NOT create file store in a directory which doesn't exist yet. ,Medium,Long-Term
Neo4j OGM does not scan WAR files. Running java - jar <name>.war results in not finding Neo4j related classes.,Medium,Long-Term
DeleteDelegate can not find ClassInfo for my object,High,Short-Term
@Relationship are not saved in Neo4J,High,Short-Term
Set<Long> getting persisted as Set<Integer>,High,Long-Term
Returning an empty result set from custom query throws exception,High,Medium-Term
Labels for inherited interfaces with @NodeEntity not assigned correctly,Medium,Long-Term
@TransactionalEventListener not working,Medium,Long-Term
Support for Play and other frameworks/containers,Low,Short-Term
Support for Play and other frameworks/containers,Low,Short-Term
Calling the framework's save method on a new entity deletes random relationships,High,Long-Term
When you upgrade to neo4j-ogm 1.1.4+ QueryResults could break if you use Maps.,Low,Medium-Term
Remove logback.xml embedded inside spring-data-neo4j-4.0.0.RELEASE*-tests*.jar,Low,Long-Term
AfterSaveEvent class cast error,Low,Long-Term
In repository interface When defining deleteBy...<AttributeName> method if the return type is not the Repository entity type... NullPointerExceptions are thrown. ,Low,Long-Term
"Fix Querydsl dependencies, Update to Neo4j 2.3.2",Low,Long-Term
Adapt to API changes in QueryMethod,Medium,Long-Term
Finder errors,Low,Long-Term
Issue using concurrent queries to graph through Spring Data,Medium,Long-Term
Finder methods not working as expected,Low,Long-Term
Transactions are not thread safe,Low,Medium-Term
Incomplete implementation of Pagined Repository Method,High,Long-Term
Cannot build Neo4j due to missing querydsl dependency.,Low,Long-Term
Property name data corruption,High,Long-Term
Relationship mapping incorrect when entity has both singleton and oneToMany relationships with same target class,Medium,Short-Term
Derived finders use an incorrect return type and target entity when the finder is defined in a hierarchy,Low,Long-Term
Random NPE when running parallel tests against Spring Data Neo4j 4,Low,Long-Term
RelationshipEntity - doesnt appear to ever be populated on retrieval of data from neo4j via GraphRepository,High,Long-Term
Argument type mismatch (int to Float) with derived finders,Low,Short-Term
SDN3: Neo4j 2.3.0-RC1 fails to build with test errors,Medium,Long-Term
OGM caches deleted relationships in node entity object ,Medium,Long-Term
ClassUtils.getType(String) method throws a StringIndexOutOfBoundsException when a Relationship return type is generic <? extends  SomeCommonParentClass>,Low,Long-Term
ApplicationEvents with generic type argument do not get published to listener using Spring 4.2.,Low,Long-Term
NullPointers with null params to @Query and null values returned to @QueryResult,Low,Short-Term
Caused by: org.apache.http.NoHttpResponseException: ,Low,Long-Term
Properties on Relationships aren't being saved,High,Long-Term
SDN4: Unable to persist rich relationship,High,Short-Term
Unidirectional Relation goes to infinite loop,Medium,Medium-Term
Missing property prefix in the order by clause of a Cypher query,Low,Long-Term
ResultColumn default value checked incorrectly,Medium,Long-Term
DomainInfo class load method incorrect regex,High,Short-Term
Support for Neo4j 2.2.5 Cypher error response changes,High,Short-Term
Potential memory leak during large savings,High,Long-Term
Cannot fetch a collection of related entities by superclass,Low,Short-Term
Tree structure does not persist correctly,Low,Short-Term
Persisting relationship entities with depth 0 persists only the start node with depth 0,Low,Long-Term
An entity with the same relationship type to two relationship entities cannot be saved,Low,Short-Term
ClassCastException when @Query returns an Iterable<Entity>,Low,Short-Term
EnumCollectionStringConverter is used where it shouldn't,Low,Medium-Term
relIdentity is null in TransientRelationship.convert,Low,Short-Term
Properties updated on an RE are not persisted when the end node is saved,Low,Short-Term
AspectJ Closure inner class does not contain identityField,Low,Long-Term
Spring Context startup fails with NPE at Neo4jPersistentProperty:72,Low,Medium-Term
GraphRepository children do not issue Events,Medium,Long-Term
GraphRepository.findOne ignores the type,Low,Short-Term
Updating one of the ends of a relationship entity and saving the RE causes existing relationships to be deleted,Low,Short-Term
Incorrect query generated by derived finder for a relationship entity when the property name of the start and end node is the same,Low,Medium-Term
Loading an entity: collection does not merge correctly and replaces instead,Low,Medium-Term
@Transactional causes an NPE when saving an entity,Medium,Medium-Term
Returning multiple Nodes within a session,Medium,Medium-Term
Implement missing operations for Cypher based REST-API separately,High,Long-Term
@QueryResult- int instead of long returned for ID(),Medium,Medium-Term
Cannot extract single value from Iterable with more than one elements,Medium,Long-Term
Link error against QueryNotPossibleException in Neo4j 2.2.3,High,Long-Term
Sometimes relations get lost in SDN4,Medium,Medium-Term
Encountered error creating entity relationship to itself (self join),High,Long-Term
Saving @RelationshipEntity,Low,Long-Term
GraphRepository finds by Object and not GraphID,Medium,Long-Term
Nested Derived Finder Query - incorrect query generated by OGM,Low,Long-Term
